,0
SYNPCC7942_RS05280,Synpcc7942_1028
SYNPCC7942_RS05285,Synpcc7942_1029
SYNPCC7942_RS05290,Synpcc7942_1030
SYNPCC7942_RS05300,Synpcc7942_1032
SYNPCC7942_RS05305,Synpcc7942_1033
SYNPCC7942_RS05310,Synpcc7942_1034
SYNPCC7942_RS05315,Synpcc7942_1035
SYNPCC7942_RS05320,Synpcc7942_1036
SYNPCC7942_RS05325,Synpcc7942_1037
SYNPCC7942_RS05330,Synpcc7942_1038
SYNPCC7942_RS05335,Synpcc7942_1039
SYNPCC7942_RS05340,Synpcc7942_1040
SYNPCC7942_RS13985,
SYNPCC7942_RS05345,Synpcc7942_1042
SYNPCC7942_RS05350,Synpcc7942_1043
SYNPCC7942_RS05355,Synpcc7942_1044
SYNPCC7942_RS05360,Synpcc7942_1045
SYNPCC7942_RS05365,Synpcc7942_1046
SYNPCC7942_RS05370,Synpcc7942_1047
SYNPCC7942_RS05375,Synpcc7942_1048
SYNPCC7942_RS05380,Synpcc7942_1049
SYNPCC7942_RS05385,Synpcc7942_1050
SYNPCC7942_RS05390,Synpcc7942_1051
SYNPCC7942_RS05395,Synpcc7942_1052
SYNPCC7942_RS05400,Synpcc7942_1053
SYNPCC7942_RS05405,Synpcc7942_1054
SYNPCC7942_RS05410,Synpcc7942_1055
SYNPCC7942_RS05415,Synpcc7942_1056
SYNPCC7942_RS05420,Synpcc7942_1057
SYNPCC7942_RS05425,Synpcc7942_1058
SYNPCC7942_RS05430,Synpcc7942_1059
SYNPCC7942_RS05435,Synpcc7942_1060
SYNPCC7942_RS05440,
SYNPCC7942_RS05445,Synpcc7942_1061
SYNPCC7942_RS05450,Synpcc7942_1062
SYNPCC7942_RS05455,Synpcc7942_1063
SYNPCC7942_RS05460,Synpcc7942_1064
SYNPCC7942_RS05465,Synpcc7942_1065
SYNPCC7942_RS05475,Synpcc7942_1067
SYNPCC7942_RS05480,Synpcc7942_1068
SYNPCC7942_RS05485,Synpcc7942_1069
SYNPCC7942_RS05490,Synpcc7942_1070
SYNPCC7942_RS05495,Synpcc7942_1071
SYNPCC7942_RS05500,Synpcc7942_1072
SYNPCC7942_RS05505,Synpcc7942_1073
SYNPCC7942_RS05510,Synpcc7942_1074
SYNPCC7942_RS05515,Synpcc7942_1075
SYNPCC7942_RS05520,Synpcc7942_1076
SYNPCC7942_RS05525,Synpcc7942_1077
SYNPCC7942_RS05530,Synpcc7942_1078
SYNPCC7942_RS05535,Synpcc7942_1079
SYNPCC7942_RS05545,Synpcc7942_1080
SYNPCC7942_RS05550,Synpcc7942_1081
SYNPCC7942_RS05555,Synpcc7942_1082
SYNPCC7942_RS05560,Synpcc7942_1083
SYNPCC7942_RS05565,
SYNPCC7942_RS05570,Synpcc7942_1085
SYNPCC7942_RS05575,Synpcc7942_1086
SYNPCC7942_RS05580,Synpcc7942_1087
SYNPCC7942_RS05585,Synpcc7942_1088
SYNPCC7942_RS05590,Synpcc7942_1089
SYNPCC7942_RS05595,Synpcc7942_1090
SYNPCC7942_RS05600,Synpcc7942_1091
SYNPCC7942_RS05605,Synpcc7942_1092
SYNPCC7942_RS05610,Synpcc7942_1093
SYNPCC7942_RS05615,Synpcc7942_1094
SYNPCC7942_RS05620,Synpcc7942_1095
SYNPCC7942_RS05625,Synpcc7942_1096
SYNPCC7942_RS05630,Synpcc7942_1098
SYNPCC7942_RS05635,Synpcc7942_1099
SYNPCC7942_RS05640,Synpcc7942_1100
SYNPCC7942_RS05645,Synpcc7942_1101
SYNPCC7942_RS05650,Synpcc7942_1102
SYNPCC7942_RS05655,Synpcc7942_1103
SYNPCC7942_RS05660,Synpcc7942_1104
SYNPCC7942_RS05665,Synpcc7942_1105
SYNPCC7942_RS05670,Synpcc7942_1106
SYNPCC7942_RS05675,Synpcc7942_1107
SYNPCC7942_RS05680,Synpcc7942_1108
SYNPCC7942_RS05685,Synpcc7942_1109
SYNPCC7942_RS05690,Synpcc7942_1110
SYNPCC7942_RS05695,Synpcc7942_1111
SYNPCC7942_RS05700,Synpcc7942_1112
SYNPCC7942_RS05705,Synpcc7942_1113
SYNPCC7942_RS05710,Synpcc7942_1114
SYNPCC7942_RS05715,Synpcc7942_1115
SYNPCC7942_RS05720,Synpcc7942_1116
SYNPCC7942_RS05725,Synpcc7942_1117
SYNPCC7942_RS05730,Synpcc7942_1118
SYNPCC7942_RS05735,Synpcc7942_1119
SYNPCC7942_RS05740,Synpcc7942_1120
SYNPCC7942_RS05745,Synpcc7942_1121
SYNPCC7942_RS13735,Synpcc7942_1122
SYNPCC7942_RS05750,Synpcc7942_1123
SYNPCC7942_RS05755,Synpcc7942_1124
SYNPCC7942_RS05760,Synpcc7942_1125
SYNPCC7942_RS05765,Synpcc7942_1126
SYNPCC7942_RS05770,Synpcc7942_1127
SYNPCC7942_RS05775,Synpcc7942_1128
SYNPCC7942_RS05780,Synpcc7942_1129
SYNPCC7942_RS05785,Synpcc7942_1130
SYNPCC7942_RS05790,Synpcc7942_1131
SYNPCC7942_RS05795,Synpcc7942_1132
SYNPCC7942_RS05800,Synpcc7942_1133
SYNPCC7942_RS05805,Synpcc7942_1134
SYNPCC7942_RS13990,
SYNPCC7942_RS13995,
SYNPCC7942_RS14000,
SYNPCC7942_RS05810,Synpcc7942_1135
SYNPCC7942_RS05815,Synpcc7942_1136
SYNPCC7942_RS05820,Synpcc7942_1137
SYNPCC7942_RS05825,Synpcc7942_1138
SYNPCC7942_RS05830,Synpcc7942_1139
SYNPCC7942_RS05835,Synpcc7942_1140
SYNPCC7942_RS05840,Synpcc7942_1141
SYNPCC7942_RS05845,Synpcc7942_1142
SYNPCC7942_RS05850,Synpcc7942_1143
SYNPCC7942_RS05855,Synpcc7942_1144
SYNPCC7942_RS05865,Synpcc7942_1145
SYNPCC7942_RS05870,Synpcc7942_1146
SYNPCC7942_RS05875,Synpcc7942_1147
SYNPCC7942_RS05880,Synpcc7942_1148
SYNPCC7942_RS05885,Synpcc7942_1149
SYNPCC7942_RS05895,Synpcc7942_1150
SYNPCC7942_RS05900,Synpcc7942_1151
SYNPCC7942_RS05905,Synpcc7942_1152
SYNPCC7942_RS05910,Synpcc7942_1153
SYNPCC7942_RS05915,Synpcc7942_1154
SYNPCC7942_RS05920,Synpcc7942_1155
SYNPCC7942_RS05925,Synpcc7942_1156
SYNPCC7942_RS05930,Synpcc7942_1157
SYNPCC7942_RS05935,Synpcc7942_1158
SYNPCC7942_RS05940,Synpcc7942_1159
SYNPCC7942_RS05945,Synpcc7942_1160
SYNPCC7942_RS05950,Synpcc7942_1161
SYNPCC7942_RS05955,Synpcc7942_1162
SYNPCC7942_RS05960,Synpcc7942_1163
SYNPCC7942_RS13740,
SYNPCC7942_RS05970,Synpcc7942_1164
SYNPCC7942_RS05975,Synpcc7942_1165
SYNPCC7942_RS05980,Synpcc7942_1166
SYNPCC7942_RS05985,Synpcc7942_1167
SYNPCC7942_RS05990,Synpcc7942_1168
SYNPCC7942_RS05995,Synpcc7942_1169
SYNPCC7942_RS06000,Synpcc7942_1170
SYNPCC7942_RS06005,Synpcc7942_1171
SYNPCC7942_RS06010,Synpcc7942_1172
SYNPCC7942_RS06015,Synpcc7942_1173
SYNPCC7942_RS13745,Synpcc7942_1174
SYNPCC7942_RS06020,Synpcc7942_1175
SYNPCC7942_RS06025,Synpcc7942_1176
SYNPCC7942_RS06030,Synpcc7942_1177
SYNPCC7942_RS06035,Synpcc7942_1178
SYNPCC7942_RS06040,Synpcc7942_1179
SYNPCC7942_RS06045,Synpcc7942_1180
SYNPCC7942_RS06050,Synpcc7942_1181
SYNPCC7942_RS06055,Synpcc7942_1182
SYNPCC7942_RS06060,Synpcc7942_1183
SYNPCC7942_RS06065,Synpcc7942_1184
SYNPCC7942_RS06070,Synpcc7942_1185
SYNPCC7942_RS06075,Synpcc7942_1186
SYNPCC7942_RS06080,Synpcc7942_1187
SYNPCC7942_RS06085,Synpcc7942_1188
SYNPCC7942_RS06090,Synpcc7942_1189
SYNPCC7942_RS06095,Synpcc7942_1190
SYNPCC7942_RS06100,Synpcc7942_1191
SYNPCC7942_RS06105,
SYNPCC7942_RS06110,Synpcc7942_1193
SYNPCC7942_RS06115,Synpcc7942_1194
SYNPCC7942_RS06120,
SYNPCC7942_RS06125,Synpcc7942_1196
SYNPCC7942_RS06130,Synpcc7942_1197
SYNPCC7942_RS06135,Synpcc7942_1198
SYNPCC7942_RS06140,Synpcc7942_1199
SYNPCC7942_RS06145,Synpcc7942_1200
SYNPCC7942_RS06150,Synpcc7942_1201
SYNPCC7942_RS06155,Synpcc7942_1202
SYNPCC7942_RS06160,Synpcc7942_1203
SYNPCC7942_RS06165,Synpcc7942_1204
SYNPCC7942_RS06170,Synpcc7942_1205
SYNPCC7942_RS06175,Synpcc7942_1206
SYNPCC7942_RS06180,Synpcc7942_1207
SYNPCC7942_RS06185,Synpcc7942_1208
SYNPCC7942_RS06190,Synpcc7942_1209
SYNPCC7942_RS06195,Synpcc7942_1210
SYNPCC7942_RS06200,Synpcc7942_1211
SYNPCC7942_RS06205,Synpcc7942_1212
SYNPCC7942_RS06210,
SYNPCC7942_RS06215,Synpcc7942_1213
SYNPCC7942_RS06220,Synpcc7942_1214
SYNPCC7942_RS06225,Synpcc7942_1215
SYNPCC7942_RS06230,Synpcc7942_1216
SYNPCC7942_RS06235,Synpcc7942_1217
SYNPCC7942_RS06240,Synpcc7942_1218
SYNPCC7942_RS06245,Synpcc7942_1219
SYNPCC7942_RS06250,Synpcc7942_1220
SYNPCC7942_RS06255,Synpcc7942_1221
SYNPCC7942_RS06260,Synpcc7942_1222
SYNPCC7942_RS06265,Synpcc7942_1223
SYNPCC7942_RS06270,Synpcc7942_1224
SYNPCC7942_RS06275,Synpcc7942_1225
SYNPCC7942_RS06280,Synpcc7942_1226
SYNPCC7942_RS06290,Synpcc7942_1227
SYNPCC7942_RS06295,Synpcc7942_1228
SYNPCC7942_RS06300,Synpcc7942_1229
SYNPCC7942_RS06305,Synpcc7942_1230
SYNPCC7942_RS06310,Synpcc7942_1231
SYNPCC7942_RS06315,Synpcc7942_1232
SYNPCC7942_RS06320,Synpcc7942_1233
SYNPCC7942_RS06325,Synpcc7942_1234
SYNPCC7942_RS06330,Synpcc7942_1235
SYNPCC7942_RS06335,Synpcc7942_1236
SYNPCC7942_RS06340,Synpcc7942_1237
SYNPCC7942_RS06345,Synpcc7942_1238
SYNPCC7942_RS06350,Synpcc7942_1239
SYNPCC7942_RS06355,Synpcc7942_1240
SYNPCC7942_RS06360,Synpcc7942_1241
SYNPCC7942_RS06365,Synpcc7942_1242
SYNPCC7942_RS14005,
SYNPCC7942_RS06370,Synpcc7942_1243
SYNPCC7942_RS06375,Synpcc7942_1244
SYNPCC7942_RS06380,Synpcc7942_1245
SYNPCC7942_RS06385,Synpcc7942_1246
SYNPCC7942_RS06390,Synpcc7942_1247
SYNPCC7942_RS06395,Synpcc7942_1248
SYNPCC7942_RS06400,Synpcc7942_1249
SYNPCC7942_RS06405,Synpcc7942_1250
SYNPCC7942_RS06410,Synpcc7942_1251
SYNPCC7942_RS06415,Synpcc7942_1252
SYNPCC7942_RS06420,Synpcc7942_1253
SYNPCC7942_RS06425,Synpcc7942_1254
SYNPCC7942_RS06430,Synpcc7942_1255
SYNPCC7942_RS06435,Synpcc7942_1256
SYNPCC7942_RS06440,Synpcc7942_1257
SYNPCC7942_RS06445,Synpcc7942_1258
SYNPCC7942_RS06450,Synpcc7942_1259
SYNPCC7942_RS06455,Synpcc7942_1260
SYNPCC7942_RS06460,Synpcc7942_1261
SYNPCC7942_RS06465,Synpcc7942_1262
SYNPCC7942_RS06470,Synpcc7942_1263
SYNPCC7942_RS06475,Synpcc7942_1264
SYNPCC7942_RS06480,Synpcc7942_1265
SYNPCC7942_RS06485,Synpcc7942_1266
SYNPCC7942_RS06490,Synpcc7942_1267
SYNPCC7942_RS06495,Synpcc7942_1268
SYNPCC7942_RS06500,Synpcc7942_1269
SYNPCC7942_RS06505,
SYNPCC7942_RS06510,Synpcc7942_1271
SYNPCC7942_RS06515,Synpcc7942_1272
SYNPCC7942_RS06520,Synpcc7942_1273
SYNPCC7942_RS06525,Synpcc7942_1274
SYNPCC7942_RS06530,Synpcc7942_1275
SYNPCC7942_RS06535,Synpcc7942_1276
SYNPCC7942_RS06540,Synpcc7942_1277
SYNPCC7942_RS06545,Synpcc7942_1278
SYNPCC7942_RS06550,Synpcc7942_1279
SYNPCC7942_RS06555,Synpcc7942_1280
SYNPCC7942_RS06560,Synpcc7942_1281
SYNPCC7942_RS06565,Synpcc7942_1282
SYNPCC7942_RS06570,Synpcc7942_1283
SYNPCC7942_RS06575,Synpcc7942_1284
SYNPCC7942_RS06580,Synpcc7942_1285
SYNPCC7942_RS06585,
SYNPCC7942_RS06590,Synpcc7942_1287
SYNPCC7942_RS06595,Synpcc7942_1288
SYNPCC7942_RS06600,Synpcc7942_1289
SYNPCC7942_RS13750,Synpcc7942_1290
SYNPCC7942_RS06605,Synpcc7942_1291
SYNPCC7942_RS06610,Synpcc7942_1292
SYNPCC7942_RS06615,Synpcc7942_1293
SYNPCC7942_RS06620,Synpcc7942_1294
SYNPCC7942_RS06625,Synpcc7942_1295
SYNPCC7942_RS06630,Synpcc7942_1296
SYNPCC7942_RS06635,Synpcc7942_1297
SYNPCC7942_RS06640,Synpcc7942_1298
SYNPCC7942_RS06645,Synpcc7942_1299
SYNPCC7942_RS06650,Synpcc7942_1300
SYNPCC7942_RS06655,Synpcc7942_1301
SYNPCC7942_RS06660,Synpcc7942_1302
SYNPCC7942_RS06665,Synpcc7942_1303
SYNPCC7942_RS06670,Synpcc7942_1304
SYNPCC7942_RS06675,Synpcc7942_1305
SYNPCC7942_RS06680,Synpcc7942_1306
SYNPCC7942_RS06685,Synpcc7942_1307
SYNPCC7942_RS06690,Synpcc7942_1308
SYNPCC7942_RS06695,Synpcc7942_1309
SYNPCC7942_RS06700,Synpcc7942_1310
SYNPCC7942_RS06705,Synpcc7942_1311
SYNPCC7942_RS06710,Synpcc7942_1312
SYNPCC7942_RS06715,Synpcc7942_1313
SYNPCC7942_RS06720,Synpcc7942_1314
SYNPCC7942_RS06725,Synpcc7942_1315
SYNPCC7942_RS06730,Synpcc7942_1316
SYNPCC7942_RS06735,Synpcc7942_1317
SYNPCC7942_RS06740,Synpcc7942_1318
SYNPCC7942_RS06745,Synpcc7942_1319
SYNPCC7942_RS06750,Synpcc7942_1320
SYNPCC7942_RS06755,Synpcc7942_1321
SYNPCC7942_RS06760,Synpcc7942_1322
SYNPCC7942_RS06765,Synpcc7942_1323
SYNPCC7942_RS06770,Synpcc7942_1324
SYNPCC7942_RS06775,Synpcc7942_1325
SYNPCC7942_RS06780,Synpcc7942_1326
SYNPCC7942_RS06785,Synpcc7942_1327
SYNPCC7942_RS06790,Synpcc7942_1328
SYNPCC7942_RS06795,Synpcc7942_1329
SYNPCC7942_RS06800,Synpcc7942_1330
SYNPCC7942_RS06805,Synpcc7942_1331
SYNPCC7942_RS06810,Synpcc7942_1332
SYNPCC7942_RS06815,Synpcc7942_1333
SYNPCC7942_RS06820,Synpcc7942_1334
SYNPCC7942_RS06825,Synpcc7942_1335
SYNPCC7942_RS06830,Synpcc7942_1336
SYNPCC7942_RS06835,Synpcc7942_1337
SYNPCC7942_RS06840,Synpcc7942_1338
SYNPCC7942_RS06845,Synpcc7942_1339
SYNPCC7942_RS06850,Synpcc7942_1340
SYNPCC7942_RS06855,Synpcc7942_1341
SYNPCC7942_RS06860,Synpcc7942_1342
SYNPCC7942_RS06865,Synpcc7942_1343
SYNPCC7942_RS06870,Synpcc7942_1344
SYNPCC7942_RS06875,Synpcc7942_1345
SYNPCC7942_RS06880,Synpcc7942_1346
SYNPCC7942_RS06885,Synpcc7942_1347
SYNPCC7942_RS06890,Synpcc7942_1348
SYNPCC7942_RS06895,Synpcc7942_1349
SYNPCC7942_RS06900,
SYNPCC7942_RS06905,Synpcc7942_1351
SYNPCC7942_RS06910,Synpcc7942_1352
SYNPCC7942_RS06915,Synpcc7942_1353
SYNPCC7942_RS06920,Synpcc7942_1354
SYNPCC7942_RS06925,Synpcc7942_1355
SYNPCC7942_RS06930,Synpcc7942_1356
SYNPCC7942_RS06935,
SYNPCC7942_RS06940,Synpcc7942_1358
SYNPCC7942_RS06950,Synpcc7942_1359
SYNPCC7942_RS06955,Synpcc7942_1360
SYNPCC7942_RS06960,Synpcc7942_1361
SYNPCC7942_RS06965,Synpcc7942_1362
SYNPCC7942_RS06970,
SYNPCC7942_RS06975,Synpcc7942_1364
SYNPCC7942_RS06985,Synpcc7942_1365
SYNPCC7942_RS06990,Synpcc7942_1366
SYNPCC7942_RS06995,Synpcc7942_1367
SYNPCC7942_RS07000,Synpcc7942_1368
SYNPCC7942_RS07005,Synpcc7942_1369
SYNPCC7942_RS07010,Synpcc7942_1370
SYNPCC7942_RS07015,Synpcc7942_1371
SYNPCC7942_RS14010,
SYNPCC7942_RS07020,Synpcc7942_1372
SYNPCC7942_RS07025,Synpcc7942_1373
SYNPCC7942_RS07030,Synpcc7942_1374
SYNPCC7942_RS07035,Synpcc7942_1375
SYNPCC7942_RS07040,
SYNPCC7942_RS07045,Synpcc7942_1377
SYNPCC7942_RS07050,Synpcc7942_1378
SYNPCC7942_RS07060,Synpcc7942_1379
SYNPCC7942_RS07065,Synpcc7942_1380
SYNPCC7942_RS07070,Synpcc7942_1381
SYNPCC7942_RS07075,
SYNPCC7942_RS07080,Synpcc7942_1383
SYNPCC7942_RS07085,Synpcc7942_1384
SYNPCC7942_RS07090,Synpcc7942_1385
SYNPCC7942_RS07095,Synpcc7942_1386
SYNPCC7942_RS07100,Synpcc7942_1387
SYNPCC7942_RS07105,Synpcc7942_1388
SYNPCC7942_RS07110,Synpcc7942_1389
SYNPCC7942_RS07115,Synpcc7942_1390
SYNPCC7942_RS07120,Synpcc7942_1391
SYNPCC7942_RS07125,Synpcc7942_1392
SYNPCC7942_RS07130,Synpcc7942_1393
SYNPCC7942_RS07135,Synpcc7942_1394
SYNPCC7942_RS07140,Synpcc7942_1395
SYNPCC7942_RS07145,Synpcc7942_1396
SYNPCC7942_RS07150,Synpcc7942_1397
SYNPCC7942_RS07155,Synpcc7942_1398
SYNPCC7942_RS07160,Synpcc7942_1399
SYNPCC7942_RS07165,Synpcc7942_1400
SYNPCC7942_RS07170,Synpcc7942_1401
SYNPCC7942_RS07175,Synpcc7942_1402
SYNPCC7942_RS07180,Synpcc7942_1403
SYNPCC7942_RS07185,Synpcc7942_1404
SYNPCC7942_RS07190,Synpcc7942_1405
SYNPCC7942_RS07195,Synpcc7942_1406
SYNPCC7942_RS07200,Synpcc7942_1407
SYNPCC7942_RS07205,Synpcc7942_1408
SYNPCC7942_RS07210,Synpcc7942_1409
SYNPCC7942_RS07215,Synpcc7942_1410
SYNPCC7942_RS07220,Synpcc7942_1411
SYNPCC7942_RS07225,Synpcc7942_1412
SYNPCC7942_RS07230,Synpcc7942_1413
SYNPCC7942_RS07235,Synpcc7942_1414
SYNPCC7942_RS07240,Synpcc7942_1415
SYNPCC7942_RS07245,Synpcc7942_1416
SYNPCC7942_RS07250,Synpcc7942_1417
SYNPCC7942_RS07255,Synpcc7942_1418
SYNPCC7942_RS07260,Synpcc7942_1419
SYNPCC7942_RS07265,Synpcc7942_1420
SYNPCC7942_RS07270,Synpcc7942_1421
SYNPCC7942_RS07275,Synpcc7942_1422
SYNPCC7942_RS07280,Synpcc7942_1423
SYNPCC7942_RS07285,Synpcc7942_1424
SYNPCC7942_RS07290,Synpcc7942_1425
SYNPCC7942_RS07295,Synpcc7942_1426
SYNPCC7942_RS07300,Synpcc7942_1427
SYNPCC7942_RS07305,Synpcc7942_1428
SYNPCC7942_RS07310,Synpcc7942_1429
SYNPCC7942_RS07315,Synpcc7942_1430
SYNPCC7942_RS07320,Synpcc7942_1431
SYNPCC7942_RS07325,Synpcc7942_1432
SYNPCC7942_RS07330,Synpcc7942_1433
SYNPCC7942_RS07335,Synpcc7942_1434
SYNPCC7942_RS07340,Synpcc7942_1435
SYNPCC7942_RS07345,Synpcc7942_1436
SYNPCC7942_RS07350,Synpcc7942_1437
SYNPCC7942_RS07355,Synpcc7942_1438
SYNPCC7942_RS07360,Synpcc7942_1439
SYNPCC7942_RS07365,Synpcc7942_1440
SYNPCC7942_RS07370,Synpcc7942_1441
SYNPCC7942_RS07375,Synpcc7942_1442
SYNPCC7942_RS07385,Synpcc7942_1443
SYNPCC7942_RS07395,Synpcc7942_1445
SYNPCC7942_RS07400,Synpcc7942_1446
SYNPCC7942_RS07405,Synpcc7942_1447
SYNPCC7942_RS07410,Synpcc7942_1448
SYNPCC7942_RS07415,Synpcc7942_1449
SYNPCC7942_RS07420,Synpcc7942_1450
SYNPCC7942_RS07425,Synpcc7942_1451
SYNPCC7942_RS07430,Synpcc7942_1452
SYNPCC7942_RS07435,Synpcc7942_1453
SYNPCC7942_RS07440,Synpcc7942_1454
SYNPCC7942_RS07445,Synpcc7942_1455
SYNPCC7942_RS07450,Synpcc7942_1456
SYNPCC7942_RS07455,Synpcc7942_1457
SYNPCC7942_RS07460,Synpcc7942_1458
SYNPCC7942_RS07465,Synpcc7942_1459
SYNPCC7942_RS07470,Synpcc7942_1460
SYNPCC7942_RS07475,Synpcc7942_1461
SYNPCC7942_RS07480,Synpcc7942_1462
SYNPCC7942_RS07485,Synpcc7942_1463
SYNPCC7942_RS07490,Synpcc7942_1464
SYNPCC7942_RS07495,Synpcc7942_1465
SYNPCC7942_RS07500,Synpcc7942_1466
SYNPCC7942_RS07505,Synpcc7942_1467
SYNPCC7942_RS07510,Synpcc7942_1468
SYNPCC7942_RS07515,Synpcc7942_1469
SYNPCC7942_RS13760,Synpcc7942_1470
SYNPCC7942_RS07520,Synpcc7942_1471
SYNPCC7942_RS07525,Synpcc7942_1472
SYNPCC7942_RS07530,Synpcc7942_1473
SYNPCC7942_RS07535,Synpcc7942_1474
SYNPCC7942_RS07540,Synpcc7942_1475
SYNPCC7942_RS07545,Synpcc7942_1476
SYNPCC7942_RS07550,Synpcc7942_1477
SYNPCC7942_RS07555,
SYNPCC7942_RS07560,Synpcc7942_1479
SYNPCC7942_RS07565,Synpcc7942_1480
SYNPCC7942_RS07570,Synpcc7942_1481
SYNPCC7942_RS07575,Synpcc7942_1482
SYNPCC7942_RS07580,Synpcc7942_1483
SYNPCC7942_RS07585,Synpcc7942_1484
SYNPCC7942_RS07590,Synpcc7942_1485
SYNPCC7942_RS07595,Synpcc7942_1486
SYNPCC7942_RS07600,Synpcc7942_1487
SYNPCC7942_RS07605,Synpcc7942_1488
SYNPCC7942_RS07610,Synpcc7942_1489
SYNPCC7942_RS07615,Synpcc7942_1490
SYNPCC7942_RS07620,Synpcc7942_1491
SYNPCC7942_RS07625,Synpcc7942_1492
SYNPCC7942_RS07630,Synpcc7942_1493
SYNPCC7942_RS07635,Synpcc7942_1494
SYNPCC7942_RS07640,Synpcc7942_1495
SYNPCC7942_RS07645,Synpcc7942_1496
SYNPCC7942_RS07650,Synpcc7942_1497
SYNPCC7942_RS07655,Synpcc7942_1498
SYNPCC7942_RS14015,
SYNPCC7942_RS07660,Synpcc7942_1499
SYNPCC7942_RS07665,Synpcc7942_1500
SYNPCC7942_RS07670,Synpcc7942_1501
SYNPCC7942_RS07675,Synpcc7942_1502
SYNPCC7942_RS07680,Synpcc7942_1503
SYNPCC7942_RS07685,Synpcc7942_1504
SYNPCC7942_RS07690,Synpcc7942_1505
SYNPCC7942_RS07695,Synpcc7942_1506
SYNPCC7942_RS07705,Synpcc7942_1507
SYNPCC7942_RS07710,Synpcc7942_1508
SYNPCC7942_RS07715,Synpcc7942_1509
SYNPCC7942_RS07720,Synpcc7942_1510
SYNPCC7942_RS07725,Synpcc7942_1511
SYNPCC7942_RS07730,Synpcc7942_1512
SYNPCC7942_RS07735,Synpcc7942_1513
SYNPCC7942_RS07740,Synpcc7942_1514
SYNPCC7942_RS07745,Synpcc7942_1515
SYNPCC7942_RS07750,Synpcc7942_1516
SYNPCC7942_RS07755,Synpcc7942_1517
SYNPCC7942_RS07760,Synpcc7942_1518
SYNPCC7942_RS07765,Synpcc7942_1519
SYNPCC7942_RS07770,Synpcc7942_1520
SYNPCC7942_RS07775,Synpcc7942_1521
SYNPCC7942_RS07780,Synpcc7942_1522
SYNPCC7942_RS07785,Synpcc7942_1523
SYNPCC7942_RS07790,Synpcc7942_1524
SYNPCC7942_RS07795,Synpcc7942_1525
SYNPCC7942_RS07800,Synpcc7942_1526
SYNPCC7942_RS07805,Synpcc7942_1527
SYNPCC7942_RS07810,Synpcc7942_1528
SYNPCC7942_RS07815,Synpcc7942_1529
SYNPCC7942_RS07820,Synpcc7942_1530
SYNPCC7942_RS07825,Synpcc7942_1531
SYNPCC7942_RS07830,Synpcc7942_1532
SYNPCC7942_RS07835,Synpcc7942_1533
SYNPCC7942_RS07840,Synpcc7942_1534
SYNPCC7942_RS07845,Synpcc7942_1535
SYNPCC7942_RS07850,Synpcc7942_1536
SYNPCC7942_RS07860,Synpcc7942_1538
SYNPCC7942_RS13765,Synpcc7942_1539
SYNPCC7942_RS13770,Synpcc7942_1540
SYNPCC7942_RS07865,Synpcc7942_1541
SYNPCC7942_RS07870,Synpcc7942_1542
SYNPCC7942_RS07875,Synpcc7942_1544
SYNPCC7942_RS07880,Synpcc7942_1545
SYNPCC7942_RS07885,Synpcc7942_1546
SYNPCC7942_RS07890,Synpcc7942_1547
SYNPCC7942_RS07895,Synpcc7942_1548
SYNPCC7942_RS07900,Synpcc7942_1549
SYNPCC7942_RS07905,Synpcc7942_1550
SYNPCC7942_RS07910,Synpcc7942_1551
SYNPCC7942_RS07915,Synpcc7942_1552
SYNPCC7942_RS07920,Synpcc7942_1553
SYNPCC7942_RS07925,Synpcc7942_1554
SYNPCC7942_RS07930,Synpcc7942_1555
SYNPCC7942_RS07935,Synpcc7942_1556
SYNPCC7942_RS07940,Synpcc7942_1557
SYNPCC7942_RS07945,
SYNPCC7942_RS07950,Synpcc7942_1558
